,id,nama,badge,link,harga,diskon,harga_asli,gambar,review_count,review_avg
260,9879957545,"ACER ASPIRE 3 A314-23M-R897 14"" HD R5-7520U 8GB 512GB SSD SLV WIN 11",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-aspire-3-a314-23m-r897-14-hd-r5-7520u-8gb-512gb-ssd-slv-win-11?extParam=whid%3D2155150,Rp 7.499.000,26,Rp 10.199.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/8/12/f6393c20-6a8f-4805-b3b5-201e0521b672.jpg,1,
261,9879565010,ACER LAPTOP ASPIRE 5 A514-56M-78X0 14 INTEL GEN 13 i7-1355U 8GB 512GB,Official Store,https://www.tokopedia.com/acerstoreofficial/acer-laptop-aspire-5-a514-56m-78x0-14-intel-gen-13-i7-1355u-8gb-512gb?extParam=whid%3D2155150,Rp 12.499.000,16,Rp 14.799.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/23/41ba751e-0647-439f-ba4e-4033d7ce479e.jpg,0,
262,9658051394,"ACER PREDATOR HELIOS 16 PH16-71-95FH 16"" I9-13900HX 32GB 1TB SSD ",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-predator-helios-16-ph16-71-95fh-16-i9-13900hx-32gb-1tb-ssd?extParam=whid%3D2155150,Rp 56.999.000,12,Rp 64.899.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/19/af238818-5bc3-42c0-b56a-d0da5d8ab47d.jpg,0,
263,9613378496,ADD PACKING KAYU KHUSUS PRE ORDER,Official Store,https://www.tokopedia.com/acerstoreofficial/add-packing-kayu-khusus-pre-order?extParam=whid%3D2155150,Rp 40.000,0,,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/5/20/7adce731-29d2-4a6a-93c4-3a87d0ca7247.jpg,1,
264,9589841275,"ACER PREDATOR HELIOS NEO 16 PHN16-71-72DN 16"" I7-13700HX 16GB 1TB SSD",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-predator-helios-neo-16-phn16-71-72dn-16-i7-13700hx-16gb-1tb-ssd?extParam=whid%3D2155150,Rp 25.999.000,18,Rp 31.899.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/19/ccfe4f8b-3ef1-44fb-9db5-7265a755ce57.jpg,1,
265,9589369929,"ACER ASPIRE 5 SPIN 14 A5SP14-51MTN-7819 14"" I7-1355U RAM 16GB 512G",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-aspire-5-spin-14-a5sp14-51mtn-7819-14-i7-1355u-ram-16gb-512g?extParam=whid%3D2155150,Rp 14.499.000,22,Rp 18.649.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/23/3c8e0c6e-05cc-4ccc-8e78-7da838357c92.jpg,0,
266,9588973451,"ACER ASPIRE 5 SPIN 14 A5SP14-51MTN-58F6 14"" I5-1335U RAM 16GB 512G",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-aspire-5-spin-14-a5sp14-51mtn-58f6-14-i5-1335u-ram-16gb-512g?extParam=whid%3D13056835,Rp 11.999.000,17,Rp 14.399.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/23/b739d07e-5c34-432d-81b3-9a4410301f3f.jpg,0,
267,9588872643,ACER ASPIRE 3 SPIN 14 A3SP14-31PT-37C1 14 INTEL I3-N305 RAM 8GB 512G,Official Store,https://www.tokopedia.com/acerstoreofficial/acer-aspire-3-spin-14-a3sp14-31pt-37c1-14-intel-i3-n305-ram-8gb-512g?extParam=whid%3D13056835,Rp 8.499.000,17,Rp 10.199.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/4/182825b4-9f66-4f55-979b-6291d3f47f71.jpg,2,
268,9357851072,"ACER SWIFT 14 SF14-71T-58F1 14""QHD GEN 13 i5-13500H 16GB 512G MINT W11",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-swift-14-sf14-71t-58f1-14-qhd-gen-13-i5-13500h-16gb-512g-mint-w11?extParam=whid%3D2155150,Rp 18.499.000,13,Rp 21.299.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/9/6/2b7b6895-d9e1-48bd-ac48-f652436dab7f.jpg,2,
269,9357680458,"ACER SWIFT 14 SF14-71T-50AB 14""QHD GEN 13 i5-13500H 16GB 512G BLUE W11",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-swift-14-sf14-71t-50ab-14-qhd-gen-13-i5-13500h-16gb-512g-blue-w11?extParam=whid%3D2155150,Rp 18.499.000,13,Rp 21.299.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/9/6/b17d140c-121f-44ba-99bd-5692994d0dcf.jpg,0,
270,9096307787,Predator Mouse Cestus 335,Official Store,https://www.tokopedia.com/acerstoreofficial/predator-mouse-cestus-335?extParam=whid%3D2155150,Rp 1.299.000,0,,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/4/10/436a1003-823c-4fb3-b92c-9192cc85d508.jpg,0,
271,9096244864,Predator Gaming Utility Backpack,Official Store,https://www.tokopedia.com/acerstoreofficial/predator-gaming-utility-backpack?extParam=whid%3D2155150,Rp 1.499.000,0,,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/4/10/10183482-ed24-4e0e-ab3a-3c30e18b2b13.jpg,3,
272,8980386220,"ACER SWIFT 14 SF14-71T-79UV 14""QHD GEN 13 i7-13700H 16GB 1TB BLUE W11",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-swift-14-sf14-71t-79uv-14-qhd-gen-13-i7-13700h-16gb-1tb-blue-w11?extParam=whid%3D2155150,Rp 21.499.000,14,Rp 24.999.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/23/f9f5513e-9d0b-40e6-bf44-a3f7da5be0e9.jpg,0,
273,8980309460,"ACER SWIFT 14 SF14-71T-75UX 14""QHD GEN 13 i7-13700H 16GB 1TB GREEN W11",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-swift-14-sf14-71t-75ux-14-qhd-gen-13-i7-13700h-16gb-1tb-green-w11?extParam=whid%3D2155150,Rp 21.499.000,14,Rp 24.999.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/23/5e1bc7f0-afc2-42b4-9312-79af149a7b06.jpg,2,
274,7950620837,"ACER SWIFT 3 SF314-512-721M 14""QHD GEN 12 i7-1260P RAM 16G 512G W11",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-swift-3-sf314-512-721m-14-qhd-gen-12-i7-1260p-ram-16g-512g-w11?extParam=whid%3D2155150,Rp 14.499.000,16,Rp 17.249.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/23/b67af044-d11e-4ba6-bf19-10c738114b12.jpg,3,
275,7663676636,"ACER ASPIRE 3 A314-23M-R24X 14"" HD R3-7320U 8GB 512GB SSD SLV WIN 11",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-aspire-3-a314-23m-r24x-14-hd-r3-7320u-8gb-512gb-ssd-slv-win-11?extParam=whid%3D2155150,Rp 6.199.000,33,Rp 9.199.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/8/12/5cbbb184-b5c4-46fa-9e9e-3059a0e09264.jpg,7,
276,7466766662,"ACER PREDATOR PH315-55-98R7 15.6"" GEN 12 i9-12900H 16G 1TB RTX 3070Ti",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-predator-ph315-55-98r7-15-6-gen-12-i9-12900h-16g-1tb-rtx-3070ti-tanpa-bundling?extParam=whid%3D2155150,Rp 29.499.000,20,Rp 36.999.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/14/217c1400-dccf-454f-b9ed-770e9f763229.jpg,0,
277,7092748063,"ACER SWIFT 3 SF314-512-5745 14""QHD GEN 12 i5-1240P RAM 16G 512G W11",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-swift-3-sf314-512-5745-14-qhd-gen-12-i5-1240p-ram-16g-512g-w11?extParam=whid%3D2155150,Rp 11.999.000,19,Rp 14.849.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/9/6/0b6edcea-c422-439d-a39d-c3e19e9357bf.jpg,1,
278,7092533686,"ACER SWIFT 3 SF314-512-54D2 14""QHD GEN 12 i5-1240P RAM 16G 512G W11",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-swift-3-sf314-512-54d2-14-qhd-gen-12-i5-1240p-ram-16g-512g-w11?extParam=whid%3D2155150,Rp 11.999.000,19,Rp 14.849.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/9/6/d8b09c26-0b20-4c8c-99a4-9e9b737381e2.jpg,2,
279,7013995331,"ACER ASPIRE TC 1750 GEN 12 i3-12100 RAM 4GB 1TB HDD 19.5""",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-aspire-tc-1750-gen-12-i3-12100-ram-4gb-1tb-hdd-19-5?extParam=whid%3D2155150,Rp 8.529.000,16,Rp 10.199.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2022/11/20/4832c7c7-aa77-4756-813c-9d68f0b9912c.jpg,1,
280,6886774450,ACER NEW NITRO GAMING MOUSE,Official Store,https://www.tokopedia.com/acerstoreofficial/acer-new-nitro-gaming-mouse?extParam=whid%3D2155150,Rp 699.000,22,Rp 899.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2022/11/4/be5a938e-cbdd-4584-b909-2e915ed66aab.jpg,2,
281,6842345687,"ACER LAPTOP SWIFT EDGE SFA16-41-R7AV 16"" OLED 4K AMD R7-6800U 16G 1TB",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-laptop-swift-edge-sfa16-41-r7av-16-oled-4k-amd-r7-6800u-16g-1tb?extParam=whid%3D2155150,Rp 19.999.000,25,Rp 26.499.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/2/14/d2e684c7-2ec5-4893-bb63-72dbdfc6176f.jpg,0,
282,6842305051,"ACER LAPTOP SWIFT EDGE SFA16-41-R1QC 16"" OLED 4K AMD R5-6600U 16G 512G",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-laptop-swift-edge-sfa16-41-r1qc-16-oled-4k-amd-r5-6600u-16g-512g?extParam=whid%3D2155150,Rp 16.999.000,26,Rp 22.999.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/2/14/07c1171d-d523-44dc-8728-92fcf6899d6e.jpg,0,
283,6841384068,"ACER LAPTOP ASPIRE VERO AV14-51-59QK 14"" INTEL GEN12 i5-1235U 8GB 512G",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-laptop-aspire-vero-av14-51-59qk-14-intel-gen12-i5-1235u-8gb-512g?extParam=whid%3D2155150,Rp 9.299.000,27,Rp 12.699.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/30/caa1f5df-def9-49f3-85ee-f35be11c18b1.jpg,21,
284,7465852465,ACER PREDATOR TRITON PT314-52s-78YY 14 INTEL GEN12 i7-12700H 16G 1TB,Official Store,https://www.tokopedia.com/acerstoreofficial/acer-predator-triton-pt314-52s-78yy-14-intel-gen12-i7-12700h-16g-1tb-tanpa-bundling?extParam=whid%3D2155150,Rp 20.999.000,30,Rp 29.999.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/19/aefca241-adc3-4dac-9ec8-3f01571ad9c3.jpg,1,
285,6501283635,"ACER LAPTOP ASPIRE 5 A514-55-74ZR 14"" INTEL GEN12 i7-1255U 8GB 512GB",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-laptop-aspire-5-a514-55-74zr-14-intel-gen12-i7-1255u-8gb-512gb?extParam=whid%3D2155150,Rp 12.399.000,16,Rp 14.729.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/23/e1f9e51b-fcad-424e-b07e-1969cebd62db.jpg,8,
286,6484619990,"ACER LAPTOP ASPIRE 5 A514-55G-75BB 14"" INTEL GEN12 i7-1255U 8GB 512GB",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-laptop-aspire-5-a514-55g-75bb-14-intel-gen12-i7-1255u-8gb-512gb?extParam=whid%3D2155150,Rp 13.799.000,16,Rp 16.399.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/23/4b3a4bd1-0833-4cd7-bec4-7eea7e406c3c.jpg,2,
287,7645715462,ACER LAPTOP NITRO AN515-58-55E6 15.6 INTEL GEN12 i5-12500H 8G 512G,Official Store,https://www.tokopedia.com/acerstoreofficial/acer-laptop-nitro-an515-58-55e6-15-6-intel-gen12-i5-12500h-8g-512g-8gb?extParam=whid%3D2155150,Rp 13.799.000,23,Rp 17.849.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/5/16/0a558fa5-1130-42cc-8981-65ba2f1f0be8.jpg,24,
288,5840018613,ACER LAPTOP NITRO 5 AN515-46-R8PD 15.6 AMD R7-6800H 16GB 512GB RTX3060,Official Store,https://www.tokopedia.com/acerstoreofficial/acer-laptop-nitro-5-an515-46-r8pd-15-6-amd-r7-6800h-16gb-512gb-rtx3060?extParam=whid%3D2155150,Rp 17.499.000,36,Rp 27.349.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/3/17/b743dfd9-eedd-4660-9ce2-bb2517ab72af.jpg,3,
289,7463051656,ACER NITRO AN515-58-780Q [15.6/i7-12700H/16G/512G/RTX 3050/WIN11],Official Store,https://www.tokopedia.com/acerstoreofficial/acer-nitro-an515-58-780q-15-6-i7-12700h-16g-512g-rtx-3050-win11-tanpa-bundling?extParam=whid%3D2155150,Rp 16.699.000,22,Rp 21.399.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/20/4effbe1e-358b-4edc-a1cf-45d5d923a7f2.jpg,18,
290,5216856672,"ACER LAPTOP SWIFT SF514-56T-752Y 14""QHD INTEL GEN12 i7-1260P 1TB 512GB",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-laptop-swift-sf514-56t-752y-14-qhd-intel-gen12-i7-1260p-1tb-512gb?extParam=whid%3D2155150,Rp 20.499.000,19,Rp 25.309.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/23/26018e97-c850-47f5-86ae-4073555f773c.jpg,2,
291,5208793801,"ACER LAPTOP SPIN 5 SP514-51N-531D 14"" INTEL GEN12 i5-1240P 16GB 512GB",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-laptop-spin-5-sp514-51n-531d-14-intel-gen12-i5-1240p-16gb-512gb?extParam=whid%3D2155150,Rp 16.499.000,25,Rp 21.859.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/9/6/ace29f05-f54c-42c3-bdfc-299b9ccad1c4.jpg,3,
292,5208439482,"ACER LAPTOP SWIFT 5 SF514-56T-53PF 14""QHD GEN 12 i5-1240P 16GB 512GB",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-laptop-swift-5-sf514-56t-53pf-14-qhd-gen-12-i5-1240p-16gb-512gb?extParam=whid%3D2155150,Rp 17.499.000,20,Rp 21.859.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/9/6/fe1a81e5-00a1-42c5-89ba-74e2f1cc5d3d.jpg,0,
293,5181132552,Acer Aspire All in One C24-1700-I5-512/23.8'' Core i5 [DQ.BJWSN.001],Official Store,https://www.tokopedia.com/acerstoreofficial/acer-aspire-all-in-one-c24-1700-i5-512-23-8-core-i5-dq-bjwsn-001?extParam=whid%3D2155150,Rp 11.099.000,17,Rp 13.349.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2022/8/3/2498398d-da6b-4587-807a-c6563278ad20.jpg,22,
294,5181083952,Acer Aspire All in One C22-1700-I5-512/21.5' Core i5 [DQ.BJXSN.002],Official Store,https://www.tokopedia.com/acerstoreofficial/acer-aspire-all-in-one-c22-1700-i5-512-21-5-core-i5-dq-bjxsn-002?extParam=whid%3D2155150,Rp 10.499.000,16,Rp 12.499.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2022/8/3/2906398c-56a0-4be2-b080-c9a1ed9573e7.jpg,13,
295,5180891339,Acer Aspire All in One C22-1700-I3-512/21.5'' Core i3 [DQ.BJPSN.001],Official Store,https://www.tokopedia.com/acerstoreofficial/acer-aspire-all-in-one-c22-1700-i3-512-21-5-core-i3-dq-bjpsn-001?extParam=whid%3D2155150,Rp 8.349.000,17,Rp 10.049.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2022/8/3/afcd409b-a6ae-4644-af05-5db867605501.jpg,16,
296,3986448353,ACER A514-54-56MU_8 [14FHD/i5-1135G7/4G*4G/512G/IrisXe/W11] NXA28SN006,Official Store,https://www.tokopedia.com/acerstoreofficial/acer-a514-54-56mu-8-14fhd-i5-1135g7-4g-4g-512g-irisxe-w11-nxa28sn006?extParam=whid%3D2155150,Rp 8.299.000,20,Rp 10.399.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2022/8/31/09b35417-b31f-4842-b05e-d02302a083f3.jpg,35,
297,3948512777,"ACER SWIFT SF514-56T-78PK [14""QHD/i7-1260P/16G/1T/Win11] NXK0HSN002",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-swift-sf514-56t-78pk-14-qhd-i7-1260p-16g-1t-win11-nxk0hsn002?extParam=whid%3D2155150,Rp 20.499.000,19,Rp 25.309.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/23/810c4a5a-9463-466a-96ac-560309e047f0.jpg,3,
298,3948349202,"ACER SWIFT SF514-56T-591F [14""QHD/i5-1240P/16G/512G/Win11]NX.K0HSN.001",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-swift-sf514-56t-591f-14-qhd-i5-1240p-16g-512g-win11-nx-k0hsn-001?extParam=whid%3D2155150,Rp 17.499.000,20,Rp 21.859.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/7/23/7587c04f-e1b8-48fe-8a5f-8f067d201cbb.jpg,1,
299,3741125712,ACER ASPIRE 3 A314-22-R2UJ [14FHD/R3-3250U/4G/512G/Win 11]NX.HVVSN.018,Official Store,https://www.tokopedia.com/acerstoreofficial/acer-aspire-3-a314-22-r2uj-14fhd-r3-3250u-4g-512g-win-11-nx-hvvsn-018?extParam=whid%3D2155150,Rp 5.679.000,31,Rp 8.199.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/8/12/a88edcfb-ec56-4a13-be2f-f16ffd13b7c2.jpg,24,
300,3108319704,Predator Aethon 300 Mechanical Gaming Keyboard,Official Store,https://www.tokopedia.com/acerstoreofficial/predator-aethon-300-mechanical-gaming-keyboard?extParam=whid%3D2155150,Rp 1.149.000,18,Rp 1.399.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2022/3/3/c8a745f7-e599-4f2e-b65f-1da9f6ecf6c3.jpg,1,
301,2942248742,ACER PH315-54-715G[15.6/i7-11800H/16G/512G/RTX3060/W11]NHQC2SN002,Official Store,https://www.tokopedia.com/acerstoreofficial/acer-ph315-54-715g-15-6-i7-11800h-16g-512g-rtx3060-w11-nhqc2sn002?extParam=whid%3D2155150,Rp 21.649.000,13,Rp 24.999.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/3/17/58696a65-bde6-47c6-93ba-68b956fd126d.jpg,2,
302,7466611763,ACER PH315-54-79WU[15.6/i7-11800H/16G/512G/RTX3070/W11]NHQC1SN002,Official Store,https://www.tokopedia.com/acerstoreofficial/acer-ph315-54-79wu-15-6-i7-11800h-16g-512g-rtx3070-w11-nhqc1sn002-tanpa-bundling?extParam=whid%3D2155150,Rp 25.999.000,10,Rp 28.999.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/3/17/e1bb377a-b5d4-4fbd-997b-f33674063c76.jpg,1,
303,2810468321,"ACER SF514-55TA-75FG [14""FHD/i7-1165G7/16GB/1TB/EVO/Win11]NX.A6SSN.009",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-sf514-55ta-75fg-14-fhd-i7-1165g7-16gb-1tb-evo-win11-nx-a6ssn-009?extParam=whid%3D2155150,Rp 25.029.000,1,Rp 25.299.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/4/10/48d43e26-0dab-4d44-a4d2-2889644c5248.jpg,1,
304,2810326139,"ACER SF314-511-76QK [14""FHD/i7-1165G7/16G/512G/W11/EVO/SIL]NX.ABNSN00D",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-sf314-511-76qk-14-fhd-i7-1165g7-16g-512g-w11-evo-sil-nx-abnsn00d?extParam=whid%3D2155150,Rp 14.699.000,8,Rp 15.999.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/9/6/e0ec3562-54a2-4853-be67-da7786a755c2.jpg,12,
305,2672670798,ACER SF314-511-54Y9 [14FHD/i5-1135G7/16G/512G/EVO/Win11] NXABNSN00C,Official Store,https://www.tokopedia.com/acerstoreofficial/acer-sf314-511-54y9-14fhd-i5-1135g7-16g-512g-evo-win11-nxabnsn00c?extParam=whid%3D2155150,Rp 11.779.000,9,Rp 12.999.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/9/6/942edb0e-bf2a-4bfb-8e95-33ad40540e67.jpg,36,
306,2452005699,"ACER Aspire 3 A314-35-C03Y [14""/N5100/4GB/HDD 1TB/W11] NX.A7SSN.00D",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-aspire-3-a314-35-c03y-14-n5100-4gb-hdd-1tb-w11-nx-a7ssn-00d?extParam=whid%3D2155150,Rp 4.899.000,14,Rp 5.699.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2022/12/1/fcb6540e-2701-4459-8814-6c27c04d1926.jpg,28,
307,2230680758,"ACER PH315-54-724L [15.6""/i7-11800H/16GB/512GB] NH.QC2SN.001",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-ph315-54-724l-15-6-i7-11800h-16gb-512gb-nh-qc2sn-001?extParam=whid%3D2155150,Rp 21.999.000,6,Rp 23.499.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/3/17/e585ffef-fb59-43a3-ac5f-8f84ae0fcbbe.jpg,13,
308,2230467383,ACER A514-54-59U2 [14/i5-1135G7/8G/512G] NX.A2ASN.002,Official Store,https://www.tokopedia.com/acerstoreofficial/acer-a514-54-59u2-14-i5-1135g7-8g-512g-nx-a2asn-002?extParam=whid%3D2155150,Rp 8.499.000,17,Rp 10.199.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2021/9/30/aa06c07e-cba0-40bd-8945-46dbd98ac4b3.png,1,
309,2175300985,ACER Swift 3 Infinity 4 SF314-511-57RH [i5-1135G7/16/512]NX.ACTSN.008,Official Store,https://www.tokopedia.com/acerstoreofficial/acer-swift-3-infinity-4-sf314-511-57rh-i5-1135g7-16-512-nx-actsn-008?extParam=whid%3D2155150,Rp 12.129.000,7,Rp 12.999.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/9/6/7d7842c9-211e-4781-ba0e-a9213af8c03b.jpg,7,
310,2108538721,ACER NITRO XV272U_P [UM.HX2SN.P01],Official Store,https://www.tokopedia.com/acerstoreofficial/acer-nitro-xv272u-p-um-hx2sn-p01?extParam=whid%3D2155150,Rp 5.209.000,11,Rp 5.850.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2021/9/18/3d922815-9ff8-4cbd-998e-c29435110a72.png,0,
311,2073371680,ADD PACKING KAYU,Official Store,https://www.tokopedia.com/acerstoreofficial/add-packing-kayu?extParam=whid%3D2155150,Rp 40.000,0,,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2021/9/18/a0e06447-3d97-4e50-b82a-2ad18100f5a6.png,307,
312,1595339430,Acer Spin 3 SP313-51N-58RG Intel Evo i5-1135G7 Silver (NX.A9VSN.002),Official Store,https://www.tokopedia.com/acerstoreofficial/acer-spin-3-sp313-51n-58rg-intel-evo-i5-1135g7-silver-nx-a9vsn-002?extParam=whid%3D2155150,Rp 13.129.000,0,,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2021/9/22/2c0f044a-4820-49a8-bdeb-60c972182718.png,9,
313,1566623019,Acer Predator Cestus 510 Gaming Mouse [NP.MCE11.00A],Official Store,https://www.tokopedia.com/acerstoreofficial/acer-predator-cestus-510-gaming-mouse-np-mce11-00a?extParam=whid%3D2155150,Rp 1.079.000,8,Rp 1.179.100,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2021/9/18/4ab07921-aa2d-45a8-8e5b-24c077785178.png,3,
314,1159575180,Acer Predator Galea 350 Gaming Headset [NP.HDS11.00C],Official Store,https://www.tokopedia.com/acerstoreofficial/acer-predator-galea-350-gaming-headset-np-hds11-00c?extParam=whid%3D2155150,Rp 1.079.000,17,Rp 1.299.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2021/9/26/ecadd73a-63ba-4e3b-86ef-9312a615a402.png,2,
315,1122792044,Acer Predator Cestus 320 Gaming Mouse,Official Store,https://www.tokopedia.com/acerstoreofficial/acer-predator-cestus-320-gaming-mouse?extParam=whid%3D2155150,Rp 409.000,26,Rp 549.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/1/13/80238faa-7f42-4bcf-842f-6bb15c780736.jpg,4,
316,337516958,Acer Predator Mousepad Fab & Rubber PMP720 - Gaming Mousepad,Official Store,https://www.tokopedia.com/acerstoreofficial/acer-predator-mousepad-fab-rubber-pmp720-gaming-mousepad?extParam=whid%3D2155150,Rp 449.000,20,Rp 559.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/1/13/0fa37fd1-0bff-49dd-9899-5bb004eb3de5.jpg,2,
317,337503212,Predator Mouse Cestus 500 - Gaming Mouse,Official Store,https://www.tokopedia.com/acerstoreofficial/predator-mouse-cestus-500-gaming-mouse?extParam=whid%3D2155150,Rp 899.000,18,Rp 1.099.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2021/9/19/097d6762-5f57-4bfa-8035-35afc016d7b2.png,4,
318,11391798861,"ACER PREDATOR HELIOS NEO 16 PHN16-71-57RC 16"" I5-13500HX 8GB 512GB SSD",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-predator-helios-neo-16-phn16-71-57rc-16-i5-13500hx-8gb-512gb-ssd,Rp 17.499.000,10,Rp 19.499.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/8/28/1b190536-a039-4f49-9222-13704e8abb02.jpg,2,
319,11242814044,"ACER LAPTOP ASPIRE VERO AV14-52P-53ED 14"" i5-1335U RAM 16GB 512GB W11 ",Official Store,https://www.tokopedia.com/acerstoreofficial/acer-laptop-aspire-vero-av14-52p-53ed-14-i5-1335u-ram-16gb-512gb-w11,Rp 9.999.000,23,Rp 12.999.000,https://images.tokopedia.net/img/cache/300-square/VqbcmM/2023/8/30/7d2cdc5d-21f6-44eb-8656-ba5300342518.jpg,0,
